postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh
"6363","15","79","19.0","47","47","0","0","15","0","0","6682","42,763","9.4"
"6365","84","327","24.2","353","221","132","0","79","5","0","23859","152,698","33.6"
"6367","35","175","17.7","218","133","85","0","31","4","0","14882","95,243","20.9"
"6368","8","32","","41","41","0","0","8","0","0","7531","48,198","10.5"
"6369","97","368","23.9","576","385","190","0","88","9","0","23832","152,527","33.5"
"6370","51","244","20.5","172","151","21","0","50","1","0","9917","63,470","13.9"
"6372","23","75","29.3","76","62","14","0","22","1","0","3934","25,179","5.5"
"6375","173","484","33.9","697","556","141","0","164","9","0","17064","109,211","23.9"
"6383","157","500","30.4","565","480","85","0","152","5","0","31542","201,869","45.7"
"6390","239","849","27.3","1061","940","121","0","232","7","0","38834","248,540","55.2"
"6391","97","489","18.0","531","328","203","0","88","9","0","38989","249,527","55.4"
"6392","61","273","20.9","238","178","60","0","57","4","0","18713","119,762","26.2"
"6393","16","75","21.3","46","46","0","0","16","0","0","5298","33,906","7.4"
"6394","18","218","8.3","72","72","0","0","18","0","0","26346","168,616","37"
"6395","190","755","23.0","877","603","275","0","174","16","0","45231","289,480","63.6"
"6396","22","195","10.3","95","52","43","0","20","2","0","14400","92,159","19.1"
"6397","13","67","17.9","65","35","30","0","12","1","0","3727","23,851","4.7"
"6398","79","465","16.3","364","264","100","0","76","3","0","13303","85,140","17.7"
"6401","987","3605","25.9","16656","3316","1251","12089","932","53","2","124400","796,157","181"
"6403","33","76","40.8","156","104","51","0","31","2","0","3977","25,454","5.8"
"6405","36","149","22.8","157","134","23","0","34","2","0","11050","70,718","16"
"6407","136","447","27.1","867","519","348","0","121","15","0","27477","175,850","39.9"
"6409","42","211","18.5","196","121","75","0","39","3","0","16163","103,442","23.5"
"6410","133","457","27.1","633","425","208","0","124","9","0","23925","153,121","34.9"
"6411","12","62","16.1","63","41","22","0","10","2","0","5351","34,249","7.8"
"6413","6","38","","27","27","0","0","6","0","0","2324","14,876","3.4"
"6414","5","24","","38","14","24","0","4","1","0","2160","13,825","3.1"
"6415","393","1455","25.4","2885","1329","528","1028","369","23","1","55801","357,129","81.5"
"6418","141","342","38.3","606","439","166","0","131","10","0","19919","127,483","28"
"6419","8","30","","29","29","0","0","8","0","0","4168","26,676","5.8"
"6421","13","69","18.8","66","66","0","0","13","0","0","6038","38,644","8.7"
"6423","45","94","45.7","156","134","22","0","43","2","0","0","0","0"
"6425","17","46","","112","78","34","0","14","3","0","6319","40,443","9.5"
"6426","95","543","16.6","494","418","76","0","90","5","0","32723","209,424","49.4"
"6428","12","17","","50","50","0","0","12","0","0","3019","19,320","4.2"
"6429","92","540","15.9","536","374","162","0","86","6","0","15063","96,402","22.8"
"6430","1302","9720","12.7","6752","4753","1878","120","1237","64","1","223270","1,428,927","338.8"
"6432","489","3341","14.1","2397","1698","411","288","470","17","2","60185","385,183","91.7"
"6434","12","50","18.0","86","41","46","0","9","3","0","5241","33,544","7.6"
"6436","10","53","15.1","84","24","60","0","8","2","0","4039","25,847","6.1"
"6437","188","295","62.7","4283","297","24","3963","185","2","1","0","0","0"
"6438","42","359","10.6","207","124","83","0","38","4","0","11361","72,709","17.9"
"6440","17","352","3.7","194","52","142","0","13","4","0","28463","182,163","44.6"
"6442","94","1249","7.1","536","381","155","0","89","5","0","25682","164,368","39"
"6443","46","695","5.9","357","135","222","0","41","5","0","25399","162,551","34.6"
"6446","2","46","","8","8","0","0","2","0","0","8266","52,903","11.3"
"6448","8","132","6.1","36","36","0","0","8","0","0","11613","74,324","15.8"
"6450","565","6201","8.8","2411","1793","618","0","543","22","0","227755","1,457,629","311.1"
"6460","107","365","26.8","564","395","169","0","98","9","0","17348","111,030","25.7"
"6461","68","288","22.2","319","248","71","0","64","4","0","13907","89,002","20.6"
"6465","1","20","","2","2","0","0","1","0","0","4267","27,310","6.3"
"6466","7","45","","37","21","16","0","6","1","0","6257","40,045","9.2"
"6468","14","116","12.1","64","64","0","0","14","0","0","14154","90,583","22.3"
"6472","19","171","8.8","153","68","85","0","15","4","0","11199","71,673","17.6"
"6475","51","230","19.6","290","201","88","0","45","6","0","17096","109,411","25.4"
"6476","3","25","","11","11","0","0","3","0","0","4476","28,646","6.6"
"6477","27","160","14.4","161","92","69","0","23","4","0","11788","75,441","17.5"
"6479","82","301","25.2","396","303","94","0","76","6","0","20664","132,247","30.6"
"6480","2","13","","6","6","0","0","2","0","0","2465","15,774","3.6"
"6485","75","303","24.4","247","237","10","0","74","1","0","19899","127,355","28.9"
"6487","4","30","","16","16","0","0","4","0","0","4630","29,629","6.7"
"6488","30","125","24.0","117","117","0","0","30","0","0","9062","57,996","13.2"
"6489","8","85","9.4","34","34","0","0","8","0","0","4647","29,742","6.7"
"6490","26","124","20.2","103","92","10","0","25","1","0","137","876",".2"
"6501","214","373","53.1","1193","853","340","0","198","16","0","26793","171,474","39.7"
"6502","258","544","45.4","1123","869","254","0","247","11","0","24149","154,553","35.8"
"6503","453","1043","38.2","3390","1579","1811","0","398","55","0","75222","481,421","111.4"
"6504","25","86","26.7","118","93","24","0","23","2","0","5749","36,792","8.5"
"6505","18","65","26.2","67","54","14","0","17","1","0","6668","42,676","9.9"
"6507","96","286","31.5","435","351","85","0","90","6","0","24583","157,330","37.8"
"6509","9","85","7.1","90","27","63","0","6","3","0","13311","85,192","19.7"
"6510","255","1028","22.9","1288","863","425","0","235","20","0","42605","272,672","65.7"
"6511","114","535","20.0","585","381","204","0","107","7","0","10684","68,376","16.5"
"6513","21","104","20.2","97","97","0","0","21","0","0","9648","61,748","14.8"
"6514","161","656","23.3","760","612","148","0","153","8","0","7285","46,624","11.3"
"6515","40","202","17.8","197","153","44","0","36","4","0","16396","104,933","25.1"
"6516","414","1647","24.6","1921","1769","152","0","405","9","0","34747","222,382","53.7"
"6517","66","252","25.0","299","230","69","0","63","3","0","18115","115,939","28.7"
"6518","38","207","16.9","289","148","141","0","35","3","0","11728","75,062","18.1"
"6519","75","294","23.8","367","276","91","0","70","5","0","21964","140,571","34.5"
"6521","65","561","10.3","43521","279","192","43050","58","5","2","17489","111,929","26.9"
"6522","76","313","23.3","385","328","56","0","73","3","0","18074","115,673","28.5"
"6525","627","1933","31.7","2588","2317","272","0","612","15","0","57822","370,059","90.1"
"6528","68","171","37.4","301","240","60","0","64","4","0","8122","51,983","12.6"
"6530","3889","15127","25.0","16384","13178","3090","115","3780","108","1","348170","2,228,289","543.5"
"6532","831","3032","26.9","3681","3289","393","0","816","15","0","150969","966,202","235.3"
"6535","258","1005","24.8","1060","851","209","0","249","9","0","39829","254,907","62"
"6536","231","1399","15.3","1152","884","269","0","214","17","0","21195","135,648","33.1"
"6537","88","1030","6.6","636","259","377","0","68","20","0","14098","90,226","23.6"
"6556","329","808","40.2","1201","1151","50","0","325","4","0","23166","148,263","33.7"
"6558","122","327","36.7","413","355","59","0","120","2","0","9993","63,956","14.5"
"6560","179","671","26.7","574","574","0","0","179","0","0","17365","111,133","25.3"
"6562","255","596","42.4","894","868","26","0","253","2","0","22257","142,444","32.3"
"6564","71","166","42.2","220","204","16","0","70","1","0","5816","37,224","8.4"
"6566","732","1802","40.1","2381","2158","223","0","723","9","0","56280","360,194","83.3"
"6567","89","262","34.0","268","268","0","0","89","0","0","10789","69,048","16"
"6568","23","126","17.5","119","99","20","0","22","1","0","9538","61,044","14.1"
"6569","48","135","31.1","246","176","70","0","42","6","0","11686","74,792","17.3"
"6574","5","43","","23","23","0","0","5","0","0","5238","33,523","8.1"
"6575","13","81","13.6","83","47","36","0","11","2","0","8630","55,230","13.4"
"6603","128","611","18.5","774","469","305","0","113","15","0","35377","226,412","52.5"
"6609","110","401","25.4","599","425","174","0","102","8","0","18689","119,609","28.9"
"6612","26","96","24.0","164","96","69","0","23","3","0","12434","79,578","19.6"
"6613","5","31","","19","19","0","0","5","0","0","4067","26,030","6.4"
"6616","12","38","","42","42","0","0","12","0","0","3689","23,611","5.8"
"6620","39","177","20.9","210","170","40","0","37","2","0","22576","144,487","35.6"
"6623","75","377","18.0","420","282","138","0","68","7","0","22839","146,170","36"
"6627","5","39","","27","27","0","0","5","0","0","5291","33,863","8.3"
"6630","68","361","16.9","10604","251","102","10250","61","5","2","23235","148,701","36.2"
"6631","4","15","","20","20","0","0","4","0","0","3373","21,588","5.3"
"6635","13","109","10.1","130","57","73","0","11","2","0","11376","72,805","17.9"
"6638","43","374","11.2","225","164","60","0","42","1","0","14431","92,361","23.1"
"6639","20","78","24.4","92","79","13","0","19","1","0","5072","32,463","8.1"
"6640","20","174","11.5","88","88","0","0","20","0","0","8094","51,801","12.9"
"6642","60","338","16.0","11233","173","45","11015","54","3","3","0","0","0"
"6646","11","236","2.1","242","24","219","0","5","6","0","15621","99,973","24.8"
"6701","232","3683","3.6","3282","709","2283","290","134","97","1","75148","480,948","125.5"
"6705","16","143","10.5","93","80","13","0","15","1","0","0","0","0"
"6707","154","2447","3.7","1997","518","1479","0","91","63","0","36256","232,040","58.8"
"6710","66","756","8.3","516","345","172","0","63","3","0","15333","98,130","24.9"
"6713","35","411","7.3","240","164","76","0","30","5","0","13282","85,004","22.5"
"6714","443","7713","5.3","3964","1791","981","1193","409","32","2","213404","1,365,786","363.1"
"6716","3","386","0.8","14","14","0","0","3","0","0","11588","74,165","19.5"
"6718","22","337","5.9","171","79","92","0","20","2","0","7758","49,652","12.7"
"6720","6","1328","0.5","25","25","0","0","6","0","0","27074","173,272","44.8"
"6721","81","2087","3.7","435","252","183","0","78","3","0","79634","509,659","131.7"
"6722","152","5314","2.8","592","491","101","0","147","5","0","89005","569,634","145.8"
"6725","368","5800","4.3","4346","1246","3100","0","247","121","0","107978","691,058","172"
"6726","124","3008","2.7","1356","446","910","0","82","42","0","42716","273,381","67.5"
"6728","120","3163","2.0","1893","304","1589","0","64","56","0","39708","254,132","61.4"
"6740","26","625","2.9","273","85","188","0","18","8","0","197","1,262",".3"
"6743","215","3431","6.0","1491","1210","281","0","205","10","0","70208","449,331","103.8"
"6751","13","1804","0.4","107","39","69","0","8","5","0","79587","509,357","128.4"
"6753","58","2636","1.3","1168","82","1086","0","33","25","0","116744","747,159","185.7"
"6754","2","692","0.3","13","13","0","0","2","0","0","16198","103,667","26.1"
"6758","15","66","13.6","365","41","124","200","9","5","1","9566","61,222","15.2"
"6760","36","244","12.3","486","113","73","300","30","5","1","13737","87,915","22.4"
"6765","18","696","2.3","263","53","10","200","16","1","1","0","0","0"
"6770","18","1355","0.6","304","41","262","0","8","10","0","12103","77,461","18.7"
"6799","13","171","7.0","79","66","13","0","12","1","0","","",""
"6907","2","38","","8","8","0","0","2","0","0","","",""
"7000","677","4854","12.8","3782","1966","1411","405","622","54","1","99843","638,998","124.1"
"7004","442","2624","16.5","1371","1148","223","0","432","10","0","33760","216,063","42"
"7005","633","4970","12.3","2502","2141","360","0","610","23","0","66413","425,045","82.6"
"7007","222","1351","16.0","906","807","99","0","216","6","0","15735","100,705","19.6"
"7008","639","4742","13.1","2179","1958","221","0","623","16","0","66022","422,541","82.2"
"7009","594","5658","10.1","2248","1715","533","0","574","20","0","117950","754,879","148.8"
"7010","723","6752","10.3","2881","2241","640","0","696","27","0","107352","687,052","134.1"
"7011","793","5647","13.9","2441","2361","80","0","786","7","0","73545","470,689","91.6"
"7012","75","340","21.2","270","225","44","0","72","3","0","7493","47,958","9.3"
"7015","637","4694","13.4","2270","2081","189","0","629","8","0","53223","340,630","62.5"
"7016","102","1016","10.0","309","309","0","0","102","0","0","13440","86,017","15.8"
"7017","568","2289","24.2","2288","2086","202","0","553","15","0","37368","239,157","43.9"
"7018","1275","9818","12.7","4609","4110","499","0","1249","26","0","121296","776,294","142.8"
"7019","269","2776","9.6","938","905","33","0","267","2","0","30429","194,748","35.9"
"7020","259","933","27.4","1006","974","32","0","256","3","0","20096","128,613","23.6"
"7021","172","1028","16.3","645","605","40","0","168","4","0","13423","85,908","15.8"
"7022","86","467","18.2","306","296","10","0","85","1","0","7696","49,254","9"
"7023","34","265","12.8","113","113","0","0","34","0","0","3957","25,323","4.6"
"7024","60","257","23.3","187","187","0","0","60","0","0","4206","26,917","4.9"
"7025","192","786","22.8","815","625","190","0","179","13","0","16140","103,294","18.9"
"7026","85","389","21.1","346","285","62","0","82","3","0","13864","88,731","16.7"
"7027","25","186","13.4","102","102","0","0","25","0","0","4762","30,480","5.7"
"7030","1047","7376","13.9","4176","3713","463","0","1022","25","0","149325","955,679","180.5"
"7050","838","5738","14.3","3302","2816","486","0","818","20","0","75629","484,023","94.1"
"7052","538","3056","17.5","1996","1948","48","0","534","4","0","36138","231,282","45"
"7053","252","1464","16.8","866","805","61","0","246","6","0","18128","116,020","22.6"
"7054","835","3495","23.4","3240","2893","347","0","819","16","0","61412","393,034","76.5"
"7055","34","163","17.8","228","101","127","0","29","5","0","6492","41,546","8.2"
"7109","794","4178","18.3","3469","2719","751","0","765","29","0","97143","621,717","107.9"
"7112","364","1753","20.4","1333","1160","173","0","357","7","0","29745","190,370","36.9"
